ID,碑名,建立年,所在地,災害名,災害種別,伝承内容,緯度,経度
09407-011,余笹川上流域砂防事業竣工記念,2002,栃木県那須郡那須町大字大島,平成10年8月末豪雨（那須豪雨）（1998年8月27日）,洪水,"平成10年（1998）8月26日夜半からの雨は、台風4号に刺激され活発化した前線の影響により栃木県北東部や福島県南部の地域で、局地的豪雨となり、31日までの総雨量は1,254mmを記録するなど、観測史上例をみない大雨となった。大雨被害は、那須町・黒磯市を中心に広範囲に及び、県内の死者5名、行方不明者2名、家屋の全壊、半壊、浸水は2,977棟に及んだ。また、余笹川の上流域の山地及び渓岸が崩壊、膨大な流木を伴う土砂が流出し、下流域に未曾有の被害をもたらした。",37.102002,140.064148
09407-012,災害復興記念碑,2000,栃木県那須郡那須町大字豊原乙3461,平成10年8月末豪雨（那須豪雨）（1998年8月27日）,洪水,"平成10年(1998)年8月26日から31日にかけて、年間降雨量の3分の2にあたる1,254mmという記録的な集中豪雨が那須町を襲い、那須町は未曽有の大災害を受けた。七曲地区においても黒川の氾濫により、田畑、橋が流失した。町より避難勧告が出され、9世帯46人が8月28日より1週間の避難生活をしいられた。",37.088698,140.153565
09407-013,三蔵川河川工事記念碑,1995,栃木県那須郡那須町大字大畑,昭和13年洪水（1938年6月30日） 洪水（1941年7月31日）,洪水,古くから、三蔵川は度々洪水に見舞われた。特に昭和13年（1938）6月30日、同16年（1941）7月31日には豪雨による大洪水に合い、尊い水の犠牲者を出すと共に流域一帯の田畑及び建造物が大きな被害を受けた。,36.984399,140.211621
09407-014,水とともに,2003,栃木県那須郡那須町大字寺子乙（余笹川ふれあい公園）,平成10年8月末豪雨（那須豪雨）（1998年8月27日） 洪水（1999年7月13日）,洪水,那須町は平成10年(1998)・11年(1999)に集中豪雨に襲われ、町内全域に死傷者、家屋流失・全半壊、床上浸水など、甚大な被害が発生した。怒濤と化した水は、行く手を阻むものを全て呑み込む。この災害が、時の流れとともに人々の記憶から忘れられてはならず、その教えを後世に残さなければならないと碑に記されている。,37.017201,140.112473
09407-015,苦戸川用水土地改良区災害復旧竣工記念碑,2002,栃木県那須郡那須町大字高久丙,平成10年8月末豪雨（那須豪雨）（1998年8月27日）,洪水,平成10年(1998)年8月26日から数日間に渡り那須町全域が集中豪雨に襲われ、これまでにない大被害を受けた。苦戸川用水土地改良区の用水路は、堰口より終点までの二十数キロメートルで数十箇所の被害を受け、特に四ツ川を横断する鉄管及び併行する用水路は約200メートルが洪水によって流された。,37.043883,140.055993
10201-001,水害記念,1957,群馬県前橋市河原浜町,カスリーン台風（1947年9月15日）,洪水・土砂災害,昭和22年(1947)9月15日、群馬県にカスリーン台風が襲来し、前橋では14日から15日にかけて約400mmの豪雨となった。15日の午後、荒砥川では2メートルの土石流が発生し旧大胡町の根古屋地区を襲い集落は流失した。旧大胡町では死者71名、家屋流失124戸、倒壊半壊98戸、埋没冠水田畑約330ヘクタール等の被害となった。,36.419773,139.15958
10201-002,慰霊の碑,1998,群馬県前橋市富士見町小沢,カスリーン台風（1947年9月15日）,洪水・土砂災害,昭和22年(1947)9月15日、群馬県をカスリーン台風が襲った。連日の雨は15日朝から一層激しく降り、赤城白川の水量は急激に増した。午後4時頃、右岸4箇所の堤防が決壊し、土石流が小沢、原之郷地区をのみ込んだ。旧富士見村では死者104名、その他に家屋や田畑も大きな被害を受けた。,36.444796,139.079458
10201-003,供養塔,1784,群馬県前橋市総社町植野（元景寺）,天明3年浅間山噴火に伴う天明泥流（1783年8月5日）,火山災害,浅間山は天明3年4月(1783年5月)から活動期に入り、7月8日（旧暦）に大爆発を起した。この影響で大量の溶岩流や火砕流が流出し、河川に流れ込み泥流となって、村々を襲った。旧総社町近くの利根川には上流から流れてきた遺体であふれ目も当てられぬ状況であった。当碑は遺体を埋葬した勝山地区に建立されていたが、災害で流失する危険があったため、現在地に移設された。,36.414581,139.040077
10201-004,災害復旧記念碑,1960,群馬県前橋市富士見町原之郷,カスリーン台風（1947年9月15日）,洪水・土砂災害,昭和22年(1947)9月15日、カスリーン台風がもたらした雨の影響で、赤城白川の上流で山腹崩壊が起きたために土石流が発生した。高さ約3メートルの土石流は午後4時頃、下流の旧富士見村や旧南橘村を襲った。旧富士見村では死者104名、その他に家屋や田畑も大きな被害を受けた。,36.436348,139.068825
10201-005,供養塔,1948,群馬県前橋市富士見町原之郷,カスリーン台風（1947年9月15日）,洪水・土砂災害,昭和22年(1947)9月15日、カスリーン台風がもたらした雨は、前橋地方で370mm、赤城地方で600mmにもおよんだ。この影響で赤城山西麓で土石流が発生し、流下した赤城白川の各所で氾濫が発生して、旧富士見村の原東地区では死者54名、流失家屋17戸、田畑の流失22ヘクタールの被害となった。,36.436223,139.069469
10201-006,災害復旧記念,不明,群馬県前橋市富士見町小沢,カスリーン台風（1947年9月15日）,洪水・土砂災害,昭和22年(1947)9月15日、カスリーン台風がもたらした雨の影響で、赤城白川の上流で山腹崩壊が起きたために土石流が発生した。高さ約3メートルの土石流は午後4時頃、下流の旧富士見村を襲った。細ヶ沢川、法華沢川、藤沢川でも被害が発生し、旧富士見村では死者104名、その他に家屋や田畑も大きな被害を受けた。,36.45186,139.085852
10202-001,七士殉職供養塔,1935,群馬県高崎市片岡町二丁目,昭和10年台風10号（1935年9月24～25日）,洪水,昭和10年(1935)9月24から25日、台風10号の影響で上信地方は豪雨となった。この豪雨の影響で高崎市では烏川・碓氷川の堤防が決壊し死者7名、家屋流失6棟、全壊3棟、半壊4棟、床上浸水818棟、床下浸水712棟の被害が発生し、救護活動に従事した十五連隊兵士10名のうち7名が殉職した。,36.315231,138.998345
10203-001,水害殉難者供養塔,1948,群馬県桐生市新宿3丁目7-32定善寺境内,カスリーン台風(1947年9月）,洪水・土砂災害,昭和22年(1947)9月、カスリーン台風が関東地方に接近して、群馬県に記録的な豪雨をもたらした。なかでも渡良瀬川流域では、赤城、足尾山地で土石流が発生し、桐生市では死者146名、住家流失213戸等の甚大な被害となった。碑には桐生市で殉難した方の名前が刻まれている。,36.395318,139.34218
10203-002,桐生大水難霊供養塔,1979,群馬県桐生市菱町1丁目3020菱風園の手前,カスリーン台風(1947年9月）,洪水・土砂災害,昭和22年(1947)9月15日、カスリーン台風により渡良瀬川桐生川が増水氾濫し、激流に押し流され、桐生市では死者146名、住家流失213戸、全壊139戸等被害があった。脇には殉難者の名前を刻んだ石板がある。,36.390292,139.362264
10203-003,カスリーン台風伝承碑,1956,群馬県桐生市東5丁目広見橋たもと中村牛乳そば,カスリーン台風(1947年9月）,洪水・土砂災害,碑文は「水波能賣神」のみ。昭和22年(1947)9月に関東地方に接近したカスリーン台風は、群馬県に記録的な豪雨をもたらした。桐生川の堤防も決壊し、東地区の家屋は床上浸水に遭い、多くの家財を流失した。その被害を後世に伝える碑として建立。,36.40695,139.349773
10207-001,修堤碑,1911,群馬県館林市下早川田町,明治43年の大水害（1910年8月11日）,洪水,明治43年(1910)8月上旬、連日の暴風雨で渡良瀬川が増水した。住民は懸命に水防活動を行ったが、11日午前11時頃に下早川田町の堤防が約114m決壊し、周辺は約60cm床上浸水した。ほかにも堤防の決壊があり、旧館林町は全域水没した。,36.269994,139.553935
10207-002,水害記念碑,1911,群馬県館林市傍示塚町,明治43年の大水害（1910年8月11日）,洪水,明治43年(1910)8月、豪雨が降り続き諸河川が氾濫して数千人の死傷者が出た。渡良瀬川と利根川も洪水となり、11日午前10時頃に矢場川の堤防が傍示塚町で約87m決壊、住家12戸25棟が押し流された。決壊による死者はなかったが、周辺は約60cm床上浸水した。,36.2803,139.530299
10366-001,悽絶,1907,群馬県多野郡上野村大字新羽1185,土砂災害（1907年8月25日）,土砂災害,明治40年（1907）8月25日、上野村野栗の対岸の滝ノ沢で台風による大雨で土石流が発生し、野栗集落で18世帯44棟が埋没し、41名が亡くなった。この碑の他に「普濟（あまねくすくう）」の供養碑も建立されている。,36.074929,138.801568
10421-001,災変受難供養碑,1983,群馬県吾妻郡中之条町大字伊勢町（林昌寺）,天明3年浅間山噴火に伴う天明泥流（1783年8月5日）,洪水・土砂災害・火山災害,天明3年7月8日（1783年8月5日)10時頃の浅間山の大爆発で発生した火砕流は、旧鎌原村を壊滅させ477人の命を奪った。噴火に伴う熱泥流は吾妻川を流下し、11時少し過ぎに中之条町付近に達した。旧青山村、旧市城村の田畑、人家を埋没させ、流域の被害は、流失家屋約1800戸、死者2000人余りであった。噴火活動による異常気象は数年にわたり、天明の大飢饉の要因となった。,36.58767,138.848248
